753, 22, 0.001565, 8.974937, 12
931, 23, 0.001972, 9.988912, 15
65, 17, 0.000076, 8.854749, 13
958, 25, 0.001093, 11.604623, 17
92, 16, 0.000207, 6.604651, 10
692, 22, 0.001398, 9.237991, 12
359, 22, 0.000667, 10.259182, 14
594, 21, 0.000799, 9.858323, 11
218, 17, 0.000194, 7.544369, 7
179, 21, 0.000195, 10.741053, 13
469, 23, 0.000646, 10.019339, 15
1011, 23, 0.001094, 10.284958, 11
206, 19, 0.000228, 8.206897, 13
640, 22, 0.000675, 9.110130, 14
226, 19, 0.000333, 7.844741, 13
1613, 22, 0.002323, 9.612259, 10
320, 20, 0.000435, 8.700924, 10
30, 21, 0.000049, 10.228916, 19
317, 22, 0.000422, 10.278708, 18
536, 22, 0.000724, 10.422238, 16
32, 16, 0.000052, 8.186813, 14
112, 16, 0.000242, 8.357377, 10
1319, 25, 0.001768, 10.816085, 15
879, 22, 0.001226, 10.038578, 14
724, 23, 0.001022, 9.861010, 13
1141, 25, 0.001391, 10.577065, 15
314, 21, 0.000428, 9.316290, 15
50, 13, 0.000077, 5.913669, 7
528, 23, 0.000557, 10.982759, 13
341, 24, 0.000478, 11.435022, 16
832, 24, 0.001174, 10.336818, 14
115, 16, 0.000129, 8.827476, 12
25, 18, 0.000042, 8.958904, 16
596, 23, 0.000797, 10.184026, 13
1607, 26, 0.002259, 10.895302, 14
1832, 27, 0.002586, 12.088285, 17
231, 22, 0.000318, 11.389163, 14
1681, 26, 0.001841, 10.834921, 14
669, 22, 0.000895, 9.300850, 12
2107, 25, 0.002351, 10.174566, 13
77, 14, 0.000169, 7.248826, 8
724, 25, 0.000991, 11.397578, 19
659, 21, 0.000890, 9.184908, 11
2232, 26, 0.003148, 10.590099, 16
1550, 24, 0.003335, 9.755413, 14
351, 24, 0.000724, 11.568966, 20
41, 18, 0.000102, 9.844828, 14
504, 23, 0.000526, 10.889140, 15
402, 21, 0.000559, 9.940410, 11
2899, 28, 0.003993, 12.163581, 16
212, 20, 0.000232, 9.843373, 12
2905, 27, 0.005991, 10.956200, 15
178, 19, 0.000246, 8.735417, 11
1011, 26, 0.001616, 11.702345, 16
184, 18, 0.000293, 8.508065, 12
669, 24, 0.000570, 10.199092, 16
213, 18, 0.000477, 7.851916, 8
1198, 24, 0.001663, 9.988871, 12
212, 23, 0.000448, 10.940246, 17
654, 24, 0.000683, 10.732948, 16
1432, 27, 0.001911, 11.986785, 19
2200, 25, 0.003151, 9.808293, 13
168, 21, 0.000348, 10.623608, 15
50, 22, 0.000077, 11.647482, 18
3847, 28, 0.005516, 11.255909, 14
88, 20, 0.000127, 9.673640, 16
3158, 27, 0.003449, 10.696933, 17
2296, 27, 0.003259, 11.867012, 15
650, 25, 0.001296, 11.060606, 19
1928, 24, 0.002126, 9.305185, 10
871, 24, 0.001865, 11.662577, 16
240, 22, 0.000260, 9.897674, 16
3255, 27, 0.004731, 10.744673, 15
1881, 26, 0.002698, 10.646701, 18
4319, 25, 0.003968, 10.251602, 11
743, 26, 0.001008, 11.880103, 20
355, 20, 0.000483, 9.083422, 14
2088, 26, 0.004439, 10.631831, 16
90, 16, 0.000133, 7.376000, 10
2726, 27, 0.005661, 11.458772, 17
412, 19, 0.000564, 8.559927, 11
741, 25, 0.000640, 13.369271, 21
59, 15, 0.000090, 7.273810, 11
34, 17, 0.000055, 9.144330, 13
123, 15, 0.000173, 7.140719, 7
936, 25, 0.001304, 10.844933, 17
164, 17, 0.000223, 8.790068, 11
2397, 27, 0.004930, 11.643371, 17
355, 20, 0.000726, 8.300633, 8
324, 20, 0.000650, 8.486111, 12
1589, 27, 0.003359, 11.098673, 21
868, 26, 0.001205, 11.370777, 18
696, 22, 0.000719, 9.621179, 12
259, 22, 0.000275, 11.228863, 14
406, 22, 0.000566, 9.898430, 12
185, 19, 0.000203, 9.873747, 17
420, 20, 0.000873, 8.922529, 8
744, 21, 0.001025, 8.381433, 9
1432, 24, 0.002933, 10.954630, 14
1278, 25, 0.001709, 10.854410, 13
