156185, 22, 0.089536, 10.289968, 12
177665, 23, 0.102197, 11.292079, 15
933, 17, 0.000538, 10.656159, 13
109804, 25, 0.065065, 11.812097, 17
2985, 16, 0.001565, 6.530988, 10
427024, 22, 0.239236, 8.179944, 12
40376, 22, 0.023046, 10.441398, 14
18696, 21, 0.009994, 11.288739, 11
46711, 17, 0.024303, 6.775978, 8
15409, 21, 0.008476, 11.105549, 13
28943, 23, 0.016092, 12.718367, 15
159461, 23, 0.088235, 11.441405, 11
8282, 19, 0.004719, 9.052608, 13
82919, 22, 0.046162, 9.511292, 14
18239, 19, 0.010177, 7.411976, 13
511450, 22, 0.302094, 9.308101, 10
113472, 20, 0.057744, 8.188285, 10
203, 21, 0.000167, 12.317025, 19
2241, 22, 0.001336, 12.400103, 18
6695, 22, 0.003872, 11.087322, 16
44, 16, 0.000026, 10.137255, 14
384, 16, 0.000223, 8.640688, 10
539148, 25, 0.298462, 10.224770, 15
23683, 22, 0.013249, 10.255993, 14
101712, 23, 0.056761, 10.217198, 13
222270, 25, 0.123970, 10.275321, 15
28538, 21, 0.016229, 9.552131, 15
1795, 13, 0.001008, 6.332813, 7
85251, 23, 0.049695, 10.662441, 14
1730, 24, 0.001064, 15.486806, 17
50589, 24, 0.028670, 12.582069, 14
607, 16, 0.000371, 9.753943, 12
95, 18, 0.000054, 11.213389, 16
311939, 23, 0.163579, 9.642144, 13
673187, 26, 0.384153, 12.223733, 14
386775, 27, 0.228122, 13.046960, 17
5469, 22, 0.003332, 12.390638, 14
514869, 26, 0.283427, 12.423508, 14
194290, 22, 0.111248, 9.639827, 12
628336, 25, 0.352305, 11.297652, 13
2330, 14, 0.001159, 7.313180, 8
135245, 25, 0.073966, 9.939744, 19
186358, 21, 0.103551, 8.545043, 11
1579700, 26, 0.912820, 10.335012, 16
261814, 24, 0.148239, 11.150402, 14
2344, 24, 0.001492, 14.716248, 20
341, 18, 0.000197, 10.087104, 14
74303, 23, 0.042012, 10.959420, 15
58753, 21, 0.034323, 10.967659, 11
342073, 28, 0.199011, 13.702896, 16
33909, 20, 0.019072, 10.448469, 12
2036606, 27, 1.208493, 11.396505, 15
35795, 19, 0.019533, 7.985434, 11
46361, 26, 0.026590, 13.624603, 16
3293, 18, 0.001892, 9.468743, 12
111935, 24, 0.063227, 11.435390, 16
9889, 18, 0.005232, 8.726956, 8
281667, 24, 0.151461, 11.337448, 12
1988, 23, 0.001265, 13.829178, 17
139818, 24, 0.079080, 10.077125, 16
241945, 27, 0.146127, 12.127414, 19
4551400, 25, 2.601605, 9.312418, 13
5684, 21, 0.002958, 10.617241, 15
184, 22, 0.000114, 15.144124, 18
2530423, 28, 1.418495, 12.294504, 15
2687, 20, 0.001639, 10.142040, 16
1162806, 27, 0.640439, 11.142639, 17
418877, 27, 0.253674, 13.906140, 15
76499, 25, 0.045136, 12.062572, 19
2177217, 24, 1.209832, 9.380202, 10
19702, 24, 0.011526, 11.984263, 16
8704, 22, 0.005318, 10.182229, 16
4866356, 27, 2.782993, 10.473566, 15
167708, 26, 0.097213, 11.588928, 18
4881981, 25, 2.786547, 9.733059, 11
33985, 26, 0.019978, 11.713088, 20
10345, 20, 0.005768, 8.482313, 14
1042281, 26, 0.604426, 10.888905, 16
1122, 16, 0.000601, 8.757555, 10
953523, 27, 0.524518, 11.006173, 17
23316, 19, 0.013187, 7.681211, 11
2138, 25, 0.001255, 15.116020, 21
245, 15, 0.000141, 7.289969, 11
326, 17, 0.000189, 9.951651, 13
5404, 15, 0.002813, 6.556995, 7
160789, 25, 0.091048, 10.798308, 17
2586, 17, 0.001396, 9.693146, 11
493846, 27, 0.288218, 12.179162, 17
924516, 20, 0.474748, 5.974115, 8
20820, 20, 0.011155, 10.001181, 12
50174, 27, 0.029898, 11.729197, 21
74159, 26, 0.042672, 11.119143, 18
378967, 22, 0.210282, 8.746128, 12
18745, 22, 0.010313, 11.555774, 14
36212, 22, 0.021724, 11.074953, 12
887, 19, 0.000530, 9.707079, 17
80491, 20, 0.042164, 8.629367, 8
918371, 21, 0.498246, 6.325163, 9
47550, 24, 0.028215, 12.248960, 15
635663, 25, 0.341803, 10.023353, 13
